chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.09@10.03.03@11.02.03.01@11.02.03.04.01,1319
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.03.01.01.09@10.03.04.03@10.03.04.05,1320
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,1321
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.10,1322
D,20.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.01@16.03.03,1323
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@20.09.07@20.09.13@42.01@42.25,1324
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.05@14.13.01,1325
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.13.01@16.19.03,1326
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@11.02.03.04@16.19.03,1327
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@14.07.11.01@14.13@20.09.07@20.09.13,1328
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.05.01@42.04.05,1329
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.35,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04@34.11.03,1330
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01@14.07.03@30.01.05.01.03@32.01@40.01.03@42.01@43.01.03.05,1331
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01.11@10.03.04.09@20.09.14@42.04.05,1332
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.25@30.01.05.05.01@34.11.03.07@40.01.03@42.04.03@43.01.03.05,1333
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.03,1334
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.01.01,1335
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@10.03.01.03@10.03.02@32.01,1336
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01.01@10.03.04.01@10.03.04.05@14.07.03,1337
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.03.01@14.10,1338
D,20.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.03@16.01@32.01.03@40.01@42.04.03@43.01.03.05,1339
D,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.08,0.33,0.0,0.0,0.11,0.0,0.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@16.01@20.01.10,1340
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.25@11.02.03.04.01,1341
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@10.03.03@10.03.04.09,1342
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11,1343
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.04.05@16.01,1344
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.07.03@30.01.05.01.03@43.01.03.09,1345
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,18.02.03@20.09.07@20.09.16,1346
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.11@14.13.01@16.17@41.01.01@43.01.03.05,1347
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,02.45.11@10.03.01.01.11@10.03.02@10.03.04.07@14.10@20.09.14@32.01@34.11.03.07@41.01.01@42.10,1348
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03.05@10.01.05.01,1349
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.07@14.13.01@18.02.01.01,1350
D,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.01@11.02.02@11.02.03.01,1351
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.01@12.07@32,1352
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.01@11.02.02@16.03.01,1353
D,20.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.31,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04,1354
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,32.05.01.03.03@32.07.03,1355
D,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.01.01.01,1356
A,20.0,0.2,0.19,0.19,0.17,-0.01,0.0,-0.0,0.19,0.17,0.0,0.0,0.13,0.1,0.0,0.09,0.44,0.0,?,?,?,?,5.0,?,1.0,0.0,20.09.07.03,1357
A,21.0,0.11,0.13,0.1,0.13,-0.01,0.0,0.04,0.11,0.09,0.0,0.0,0.11,0.1,0.0,0.06,0.67,0.0,?,?,1.0,?,5.0,?,?,0.0,01.05.03.03.04@10.03.03@32.01.03@34.11.03.07@42.01@43.01.03.05@43.01.03.09,1358
A,40.0,0.85,0.86,0.9,1.07,-0.01,-0.09,0.0,0.92,0.08,1.1,0.0,0.12,0.1,0.0,0.11,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.01.01,1359
A,20.0,0.3,0.31,0.48,0.44,-0.01,0.1,0.07,0.38,0.09,1.1,0.0,0.11,0.1,0.0,0.05,1.4,0.0,?,?,?,?,?,?,?,0.0,16.01@20.09.18.09.01@32.01.03@34.11.03.07@40.01@42.04@43.01.03.05,1360
A,20.0,0.24,0.27,0.24,0.38,-0.01,-0.02,0.1,0.28,0.08,0.3,0.0,0.11,0.1,0.0,0.07,1.43,0.0,?,?,?,?,?,?,?,0.0,20.01.01.01@20.03.22@34.01.01,1361
A,19.0,1.72,2.0,1.75,1.31,-0.01,0.02,-0.13,1.7,0.11,0.2,0.0,0.16,0.1,0.0,0.08,1.63,0.0,?,?,?,?,?,?,?,0.0,10.01.09.05@11.02.03.04@16.03.01,1362
B,21.0,0.07,0.1,0.1,0.1,-0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.03,0.3,0.0,0.18,0.0,0.0,?,1.0,1.0,1.0,5.0,1.0,5.0,0.0,01.04@10.01.09.05@11.02.03.01.04@11.02.03.04@16.19.03,1363
B,20.0,0.1,0.1,0.1,0.07,-0.0,0.0,0.0,0.08,0.13,0.0,0.0,0.07,0.1,0.0,0.18,0.0,0.0,?,1.0,1.0,?,5.0,1.0,5.0,0.0,01.07.01@16.01@32.01,1364
B,21.0,0.43,0.53,0.95,1.28,-0.01,0.3,0.39,0.8,0.1,3.0,1.0,0.06,0.2,0.0,0.13,3.0,1.0,?,?,?,?,?,?,?,0.0,01.07.01,1365
B,20.0,0.45,0.57,0.52,0.98,-0.01,0.0,0.17,0.63,0.1,0.0,0.0,0.14,0.1,0.0,0.12,1.42,0.0,?,?,?,?,5.0,?,?,0.0,14.07.11@14.13.01.01,1366
B,20.0,0.78,0.5,0.43,0.6,-0.01,0.0,0.05,0.58,0.07,0.0,0.0,0.15,0.1,0.0,0.11,0.45,0.0,?,?,?,?,5.0,?,?,0.0,20.09.07.03@43.01.03.05@43.01.03.09,1367
B,20.0,0.33,0.33,0.49,1.37,-0.0,0.0,0.37,0.63,0.06,0.0,0.0,0.15,0.1,0.0,0.18,2.06,1.0,?,?,?,?,5.0,1.0,?,0.0,01.01@01.02.07@01.05,1368
D,20.0,0.14,0.23,0.23,0.28,-0.01,0.13,0.11,0.22,0.18,0.7,0.0,0.11,0.1,0.0,0.29,0.38,0.0,?,?,?,?,?,?,?,0.0,14.04@20.01.10@20.09.01@42.10,1369
D,20.0,0.23,0.27,0.69,0.67,-0.01,0.33,0.32,0.47,0.1,3.3,1.0,0.1,0.1,0.0,0.1,3.2,1.0,?,?,?,?,?,?,?,0.0,01.01.09.07.01,1370
D,20.0,0.62,0.55,0.79,0.7,-0.01,0.07,0.0,0.67,0.19,0.4,0.0,0.13,0.1,0.0,0.13,0.0,0.0,?,?,?,?,?,?,?,0.0,01.02@01.03.04,1371
D,20.0,0.16,0.19,0.22,0.19,-0.01,0.09,0.04,0.19,0.23,0.4,0.0,0.11,0.1,0.0,0.11,0.36,0.0,?,?,?,?,?,?,?,0.0,11.02.01@11.02.02@16.03.01,1372
A,20.0,0.1,0.11,0.13,0.18,-0.02,0.0,0.0,0.13,0.09,0.0,0.0,0.19,0.1,0.0,0.05,0.0,0.0,?,?,?,?,4.0,?,5.0,0.0,01.04@10.03.01.01.05@14.07.03,1373
A,21.0,0.11,0.11,0.2,0.14,-0.02,0.11,0.0,0.14,0.19,0.6,0.0,0.2,0.1,0.0,0.09,0.0,0.0,?,?,?,?,?,?,5.0,0.0,14.04@20.09.07.27,1374
A-D,624.0,0.28,0.18,0.3,0.2,-0.02,0.0,0.02,0.24,0.13,0.0,0.0,0.17,0.1,0.0,0.18,0.11,0.0,?,?,1.0,1.0,5.0,?,2.0,0.0,11.02.01@11.02.02@11.02.03.01.01@11.02.03.04@16.03.01,1375
B,20.0,0.44,0.53,0.9,0.69,-0.02,0.27,0.07,0.64,0.24,1.1,1.0,0.11,0.2,0.0,0.15,0.47,0.0,?,?,?,?,?,?,?,0.0,01.01.09.01.02@01.01.09.02.01@01.01.11.02.02@01.01.11.03.02@01.01.11.04.02@01.05@01.06@01.07.01@02.08@02.10,1376
B,20.0,0.66,0.78,0.43,0.73,-0.02,0.04,0.14,0.65,0.15,0.3,0.0,0.1,0.2,0.0,0.2,0.7,0.0,?,?,?,?,2.0,?,?,0.0,01.06.06.09@01.06.06.11@16.21.05,1377
B,20.0,0.53,0.52,1.1,0.95,-0.02,0.18,0.29,0.78,0.2,0.9,0.0,0.13,0.2,0.0,0.13,2.23,1.0,?,?,?,?,?,?,?,0.0,11.04.01@16.03.03,1378
B,20.0,0.76,0.41,0.12,0.61,-0.02,-0.5,-0.13,0.48,0.28,1.8,1.0,0.21,0.1,0.0,0.15,0.87,0.0,?,?,?,?,1.0,?,?,0.0,20.01.03.01@20.09.18,1379
B,21.0,0.12,0.07,0.11,0.09,-0.02,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.4,0.0,0.18,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,01.01@01.04,1380
C,21.0,0.4,0.51,0.55,0.85,-0.02,0.16,0.03,0.58,0.24,0.7,0.0,0.19,0.1,0.0,0.2,0.15,0.0,?,?,?,?,2.0,?,?,0.0,02.11@02.13@02.45.15@14.10@16.07@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03,1381
C,43.0,11.7,11.9,8.58,9.2,-0.02,-0.11,-0.1,10.34,0.14,0.8,0.0,0.14,0.1,0.0,0.12,0.83,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1382
C,20.0,0.51,0.44,0.33,0.53,-0.02,0.0,0.1,0.45,0.18,0.0,0.0,0.23,0.1,0.0,0.25,0.4,0.0,?,?,?,?,5.0,?,2.0,0.0,01.03.01.03,1383
D,20.0,10.1,12.1,12.9,7.72,-0.02,-0.05,-0.01,10.69,0.09,0.6,0.0,0.06,0.3,0.0,0.17,0.06,0.0,?,?,?,?,?,?,?,0.0,32.01,1384
D,21.0,0.96,1.53,0.89,0.89,-0.02,-0.05,-0.13,1.07,0.17,0.3,0.0,0.1,0.2,0.0,0.17,0.76,0.0,?,?,?,?,?,?,?,0.0,20.01.07@20.09.18,1385
D,21.0,0.1,0.15,0.14,0.15,-0.02,-0.09,0.02,0.14,0.25,0.4,0.0,0.09,0.2,0.0,0.15,0.13,0.0,1.0,?,?,?,?,?,2.0,0.0,12.10,1386
D,21.0,1.03,0.97,1.26,1.51,-0.02,0.09,0.13,1.19,0.12,0.8,0.0,0.14,0.1,0.0,0.11,1.18,0.0,?,?,?,?,?,?,?,0.0,12.04.02,1387
D,20.0,1.04,0.63,1.73,2.74,-0.02,0.19,0.43,1.54,0.09,2.1,0.0,0.13,0.2,0.0,0.12,3.58,1.0,?,?,?,?,?,?,?,0.0,01.01.03.01.01@01.01.03.02@01.02@01.05.03.02.04,1388
A,41.0,0.8,0.64,0.55,0.69,-0.03,-0.13,0.01,0.67,0.06,2.2,0.0,0.1,0.3,0.0,0.11,0.09,0.0,?,?,?,?,?,?,?,0.0,10.03.02@42.01@43.01.03.09,1389
A,20.0,3.3,3.09,3.09,1.85,-0.03,-0.11,-0.14,2.83,0.07,1.6,0.0,0.05,0.6,0.0,0.09,1.56,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1390
B,20.0,0.27,0.25,0.27,0.38,-0.03,-0.05,0.03,0.29,0.09,0.6,0.0,0.08,0.4,0.0,0.15,0.2,0.0,?,?,?,?,?,?,?,0.0,30.05@32.01@34.11.03.13@43.01.03.05,1391
B,20.0,0.37,0.36,0.47,0.38,-0.03,0.13,0.01,0.4,0.06,2.2,0.0,0.14,0.2,0.0,0.17,0.06,0.0,?,?,?,?,?,?,?,0.0,14.07.11.01@16.01@20.09.07.03,1392
C,21.0,0.47,0.39,0.29,0.54,-0.03,0.0,0.11,0.42,0.18,0.0,0.0,0.17,0.2,0.0,0.14,0.79,0.0,?,?,?,?,5.0,?,2.0,0.0,20.09.07.03,1393
D,20.0,2.07,1.62,2.68,1.55,-0.03,0.1,-0.09,1.98,0.13,0.8,0.0,0.14,0.2,0.0,0.14,0.64,0.0,?,?,?,?,?,?,?,0.0,20.09.07.03,1394
D,20.0,0.41,0.43,0.57,0.46,-0.0,0.15,-0.07,0.47,0.14,1.1,0.0,0.19,0.2,0.0,0.11,0.64,0.0,?,?,?,?,2.0,2.0,?,0.0,01.06.02.01@01.20.19,1395
D,20.0,0.2,0.18,0.25,0.27,-0.03,0.08,0.05,0.23,0.14,0.6,0.0,0.17,0.2,0.0,0.11,0.45,0.0,?,?,?,?,?,?,?,0.0,01.04@10.03.01.01.03@10.03.01.01.09@11.02.01@11.02.02@14.07.03@32.01.09@34.01@34.07.01@43.01.03.05,1396
D,20.0,0.42,0.55,0.61,0.67,-0.03,0.01,0.0,0.56,0.16,0.1,0.0,0.11,0.3,0.0,0.15,0.0,0.0,?,?,?,?,?,?,4.0,0.0,02.13@20.01.15@42.16,1397
D,20.0,0.29,0.24,0.49,0.39,-0.03,0.09,0.0,0.35,0.21,0.4,0.0,0.17,0.2,0.0,0.16,0.0,0.0,?,?,?,?,?,?,?,0.0,01.01.05.01.01@01.07.01@01.20.17.03@42.01,1398
A,20.0,17.4,16.0,11.8,11.7,-0.04,-0.14,-0.14,14.22,0.05,2.8,0.0,0.06,0.7,0.0,0.08,1.75,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1399
A,20.0,0.21,0.18,0.15,0.14,-0.04,0.02,0.0,0.17,0.14,0.1,0.0,0.13,0.3,0.0,0.07,0.0,0.0,?,?,?,?,?,?,5.0,0.0,14.04@20.01.10@20.03@20.09.05,1400
A,21.0,0.1,0.08,0.1,0.1,-0.04,0.0,0.0,0.1,0.09,0.0,0.0,0.24,0.2,0.0,0.07,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,11.06.02,1401
A,21.0,0.21,0.21,0.26,0.24,-0.04,0.11,0.06,0.23,0.12,0.9,0.0,0.17,0.2,0.0,0.07,0.86,0.0,?,?,?,?,?,?,?,0.0,14.07.05@14.10@14.13.01.01@16.01@20.09.13@20.09.18.09.01@43.01.03.09,1402
B,21.0,1.89,1.74,1.18,2.07,-0.04,-0.2,0.05,1.72,0.16,1.3,1.0,0.14,0.3,0.0,0.17,0.29,0.0,?,?,?,?,?,?,?,0.0,01.06.10@11.02.03.01@11.02.03.04@30.01@32.01.07,1403
A-D,629.0,3.67,3.35,3.59,4.14,-0.04,-0.06,0.05,3.69,0.18,0.3,0.0,0.18,0.2,0.0,0.19,0.26,0.0,?,?,?,?,?,?,?,0.0,10.03.01@10.03.03@10.03.05.01@10.03.05.03@11.02.03.04@14.04@14.07.04@16@20.01.10@20.09.07@20.09.14.02@20.09.16.09.03@20.09.18.09.01@32.01.03@40.01@42.01@42.04@42.10.03@42.29@43.01.03.05@43.01.03.09,1404
B,20.0,0.17,0.18,0.19,0.31,-0.0,0.0,0.02,0.21,0.08,0.0,0.0,0.09,0.4,0.0,0.19,0.11,0.0,?,?,?,?,5.0,1.0,?,0.0,01.04@10.03.01.01.03@10.03.01.01.09@11.02.01@11.02.02@14.07.03@32.01.09@34.01@34.07.01@40.01@42.04@43.01.03.05,1405
D,21.0,0.69,0.73,0.89,0.72,-0.04,0.07,-0.07,0.76,0.13,0.5,0.0,0.15,0.3,0.0,0.06,1.17,0.0,?,?,?,?,?,?,?,0.0,01.07.01@01.20.19.01@34.01.01.01,1406
A,16.0,1.31,1.11,1.39,0.47,-0.05,-0.01,-0.48,1.07,0.08,0.1,0.0,0.08,0.6,0.0,0.12,4.0,1.0,?,?,?,?,?,?,?,0.0,10.01.09.05@11.02.03.04@16.03.01,1407
A,20.0,0.1,0.18,0.17,0.16,-0.05,-0.08,0.0,0.15,0.09,0.9,0.0,0.26,0.2,0.0,0.04,0.0,0.0,?,?,?,?,?,?,5.0,0.0,16.01@20.01.10@20.09.07.03@20.09.16@20.09.18@42.25,1408
A,20.0,0.1,0.11,0.13,0.1,-0.05,0.0,0.0,0.11,0.09,0.0,0.0,0.16,0.3,0.0,0.08,0.0,0.0,1.0,?,?,?,4.0,?,5.0,0.0,01.01.03.05.01@01.20.17@14.07.04@38,1409
A,20.0,0.25,0.32,0.19,0.21,-0.05,0.0,0.0,0.24,0.1,0.0,0.0,0.15,0.3,0.0,0.11,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,11.02.03.04.03,1410
A,20.0,0.47,0.38,0.33,0.42,-0.05,-0.1,-0.07,0.4,0.06,1.7,0.0,0.06,0.8,0.0,0.09,0.78,0.0,?,?,?,?,?,?,?,0.0,12.10,1411
A,20.0,0.32,0.26,0.36,0.29,-0.05,-0.01,-0.03,0.31,0.07,0.1,0.0,0.14,0.4,0.0,0.05,0.6,0.0,?,?,?,?,?,?,?,0.0,12.10,1412
A,20.0,0.19,0.16,0.22,0.1,-0.05,-0.06,-0.1,0.17,0.07,0.9,0.0,0.15,0.3,0.0,0.08,0.75,0.0,?,?,?,1.0,?,?,1.0,0.0,01.01.09.06.01,1413
B,20.0,3.65,2.59,4.14,5.92,-0.05,0.0,-0.01,4.08,0.1,0.0,0.0,0.13,0.4,0.0,0.15,0.07,0.0,?,?,?,?,5.0,?,?,0.0,01.03.16@12.04.01@16.01,1414
B,20.0,0.68,0.79,0.79,1.41,-0.05,-0.05,0.17,0.92,0.13,0.4,0.0,0.14,0.4,0.0,0.14,1.21,0.0,?,?,?,?,?,?,?,0.0,01.03.13@20.01.17@20.09.18,1415
B,20.0,0.73,0.39,0.1,0.91,-0.05,-0.7,0.12,0.53,0.31,2.2,1.0,0.07,0.7,0.0,0.16,0.75,0.0,?,?,?,?,1.0,?,?,0.0,10.01.02@10.01.05.03.03@32.01.09@42.10.03,1416
B,21.0,0.65,0.84,0.67,0.99,-0.05,0.0,0.05,0.79,0.11,0.0,0.0,0.11,0.5,0.0,0.13,0.38,0.0,?,?,?,?,?,?,?,0.0,11.06.02@12.10@16.03.03@20.01.21,1417
B,20.0,0.11,0.1,0.2,0.07,-0.1,0.22,0.0,0.11,0.22,1.0,1.0,0.09,0.6,0.0,0.18,0.0,0.0,?,1.0,?,?,?,1.0,5.0,0.0,01.04@01.05@32.01,1418
B,20.0,0.8,1.03,1.51,0.96,-0.1,0.03,0.0,1.08,0.12,0.3,0.0,0.12,0.4,0.0,0.15,0.0,0.0,?,?,?,?,?,1.0,?,0.0,14.07.11,1419
B,21.0,0.19,0.16,0.15,0.21,-0.05,-0.05,-0.08,0.18,0.04,1.3,0.0,0.07,0.7,0.0,0.16,0.5,0.0,?,?,?,?,?,?,?,0.0,10.01.03@10.01.09.05,1420
C,20.0,0.4,0.42,0.3,0.39,-0.05,0.0,0.0,0.37,0.14,0.0,0.0,0.13,0.4,0.0,0.17,0.0,0.0,?,?,1.0,?,5.0,?,4.0,0.0,01.06.06.11,1421
A,20.0,3.47,2.96,2.1,1.7,-0.06,-0.22,-0.32,2.56,0.11,2.0,1.0,0.07,0.9,0.0,0.1,3.2,1.0,?,?,?,?,?,?,?,0.0,12.01.01,1422
A,26.0,1.58,1.2,1.69,2.78,-0.06,0.07,0.24,1.81,0.07,1.0,0.0,0.06,1.0,0.0,0.08,3.0,1.0,?,?,?,?,?,?,?,0.0,14.07.05@14.10@14.13.01.01@16.01@20.09.13@32.01@34.11.03.07@43.01.03.09,1423
A,20.0,0.11,0.11,0.1,0.11,-0.06,0.0,0.0,0.1,0.1,0.0,0.0,0.22,0.3,0.0,0.03,0.0,0.0,?,?,1.0,?,5.0,?,5.0,0.0,11@12@16.03.03@34.01.01.01,1424
A,20.0,9.07,6.59,5.58,6.13,-0.06,-0.16,-0.22,6.84,0.05,3.2,0.0,0.05,1.2,0.0,0.06,3.67,1.0,?,?,?,?,?,?,?,0.0,32.01,1425
A,20.0,0.1,0.11,0.13,0.13,-0.06,-0.06,0.0,0.12,0.06,1.0,0.0,0.25,0.2,0.0,0.07,0.0,0.0,?,?,?,?,?,?,5.0,0.0,11.04.02@20.01.10@20.01.21@20.09.01,1426
A,21.0,0.26,0.27,0.24,0.27,-0.06,0.0,0.01,0.26,0.09,0.0,0.0,0.1,0.6,0.0,0.09,0.11,0.0,?,?,?,?,5.0,?,?,0.0,01.03.01.03@01.05.13.03,1427
B,26.0,0.14,0.1,0.1,0.15,-0.1,-0.1,0.1,0.12,0.08,1.3,0.0,0.08,0.8,0.0,0.15,0.67,0.0,?,1.0,?,?,1.0,1.0,?,0.0,42.04.03,1428
