chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
B,21.0,0.1,0.08,0.1,0.06,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,?,1.0,?,5.0,5.0,5.0,0.0,10.01.02@10.01.05.01@11.04@12.07@42.01,2732
B,20.0,0.09,0.09,0.1,0.13,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.06,0.0,0.0,0.17,0.0,0.0,?,?,1.0,?,5.0,5.0,?,0.0,10.01.03@10.03.01.01.03@10.03.01.01.09@14.07.05@14.10@14.13.01.01@16.01@16.19.03@43.01.03.05@43.01.03.09,2733
B,20.0,0.14,0.13,0.15,0.1,0.0,0.0,0.0,0.13,0.09,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,01.03.04@01.05.09.04@01.05.09.07@10.03.01,2734
B,20.0,0.17,0.14,0.1,0.22,0.0,-0.3,-0.01,0.15,0.27,1.1,1.0,0.09,0.0,0.0,0.16,0.06,0.0,?,?,1.0,?,1.0,5.0,?,0.0,01.02.07.01@11.02.03.01.01@11.02.03.04.01,2735
B,21.0,0.14,0.09,0.69,0.31,0.0,0.32,0.14,0.31,0.34,0.9,0.0,0.04,0.0,0.0,0.29,0.48,0.0,?,?,?,?,?,5.0,?,0.0,01.01.09.01.01@01.01.11.01@02.04,2736
B,20.0,0.13,0.1,0.14,0.12,0.0,0.0,-0.06,0.12,0.16,0.0,0.0,0.15,0.0,0.0,0.16,0.38,0.0,?,1.0,?,?,4.0,?,?,0.0,14.13,2737
B,20.0,0.1,0.1,0.1,0.11,0.0,0.0,0.07,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.2,0.35,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,01.01.06.05.01.01@01.02.03.01@16.21.07,2738
B,21.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.04@10.03.01.01.11@10.03.04.03@16.03.01@16.19.03,2739
B,20.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,10.03.01.01.11@14.07.05@14.10@14.13.01.01@16.01@16.19.03,2740
B,20.0,0.07,0.08,0.08,0.09,0.0,0.0,-0.0,0.08,0.1,0.0,0.0,0.06,0.0,0.0,0.14,0.07,0.0,?,?,?,?,5.0,5.0,2.0,0.0,20.01.01.01@20.03.22@20.09.13@34.01.01.01,2741
B,21.0,0.1,0.1,0.07,0.12,0.0,0.0,-0.06,0.08,0.07,0.0,0.0,0.06,0.0,0.0,0.12,0.5,0.0,1.0,1.0,?,?,5.0,5.0,?,0.0,11.02.03.04.01@16.03.01@32.05.01.03@32.07,2742
B,20.0,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.04@10.03.01.01.11@10.03.04.07@14.07.03@32.01,2743
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,11.04.03.01@11.04.03.05@16.03.03,2744
B,21.0,0.07,0.1,0.11,0.12,0.0,0.03,0.03,0.09,0.13,0.2,0.0,0.06,0.0,0.0,0.21,0.14,0.0,?,1.0,?,?,?,?,?,0.0,10.01.03@10.01.05.01@11@14.07.05@14.10@14.13.01.01@16.01@43.01.03.09,2745
B,21.0,0.08,0.11,0.16,0.22,0.0,0.03,0.09,0.14,0.08,0.4,0.0,0.03,0.0,0.0,0.26,0.35,0.0,?,?,?,?,?,5.0,?,0.0,01.05@01.07@02.01,2746
B,20.0,0.07,0.14,0.11,0.17,0.0,0.0,0.11,0.12,0.04,0.0,0.0,0.17,0.0,0.0,0.26,0.42,0.0,?,?,?,?,5.0,5.0,?,0.0,11.02.03.01@16.03.01,2747
B,20.0,0.18,0.11,0.21,0.2,0.0,0.11,0.07,0.18,0.12,0.9,0.0,0.16,0.0,0.0,0.21,0.33,0.0,?,?,?,?,2.0,5.0,?,0.0,10.01.05.01@14.07.05@14.10@14.13.01.01@16.01,2748
B,21.0,0.11,0.09,0.13,0.09,0.0,0.0,-0.05,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.13,0.38,0.0,?,?,?,?,5.0,5.0,?,0.0,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05@43.01.03.09,2749
B,20.0,0.14,0.17,0.23,0.22,0.0,0.08,0.04,0.19,0.14,0.6,0.0,0.11,0.0,0.0,0.12,0.33,0.0,?,?,?,?,?,5.0,?,0.0,20.09.07.03,2750
B,21.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.06.02.01@14.07.01@42.01,2751
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.03,0.0,0.0,0.14,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,12.04.03,2752
B,21.0,0.07,0.07,0.08,0.08,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,14.04@16.01@20.09.03,2753
B,20.0,0.1,0.1,0.07,0.1,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.15,0.0,0.0,1.0,1.0,?,?,5.0,5.0,4.0,0.0,01.06@10.03.01@14.07.01@30.01.05.05.01@34.01.01.01@43.01.03.05,2754
B,21.0,0.12,0.1,0.08,0.2,0.0,0.0,0.07,0.12,0.04,0.0,0.0,0.06,0.0,0.0,0.24,0.29,0.0,?,1.0,?,?,5.0,5.0,?,0.0,01.05.02.07,2755
B,20.0,0.26,0.23,0.1,0.4,0.0,-0.3,0.13,0.24,0.3,1.1,1.0,0.07,0.0,0.0,0.16,0.81,0.0,?,?,1.0,?,1.0,5.0,?,0.0,01.05@01.07,2756
B,21.0,0.1,0.1,0.1,0.12,0.0,0.0,0.05,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.23,0.22,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,01.03.16.01@10.03.01.01@11.04@14.04@16.03.03@20.01.10@32.01@34.11.03.07@40.20@42.01,2757
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.16,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.3,0.53,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,01.01.06.05.01.01@01.02,2758
B,20.0,0.13,0.12,0.16,0.31,0.0,0.0,0.28,0.18,0.12,0.0,0.0,0.09,0.0,0.0,0.14,2.0,1.0,?,?,?,?,5.0,5.0,2.0,0.0,20.01.17@20.01.25,2759
B,21.0,0.88,0.81,1.94,1.2,0.0,0.37,0.02,1.21,0.26,1.4,1.0,0.15,0.0,0.0,0.15,0.13,0.0,?,?,?,?,?,5.0,?,0.0,02.11@02.13.03@20.01.15,2760
B,21.0,0.09,0.1,0.1,0.12,0.0,0.0,-0.06,0.1,0.1,0.0,0.0,0.04,0.0,0.0,0.12,0.5,0.0,?,1.0,?,?,5.0,5.0,?,0.0,12.07,2761
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.07,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.12,0.58,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,14.07.11@14.13.01,2762
B,21.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.02,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.04@11.02.03.04@14.07.03@30.01.05@40.20@43.01.03.05,2763
B,20.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,20.09.07@20.09.13@20.09.16.09.03@42.09,2764
B,20.0,0.11,0.1,0.09,0.1,0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.1,0.0,0.0,0.17,0.0,0.0,?,1.0,?,?,5.0,3.0,4.0,0.0,01.03.16.01@10.01.05.03.01@10.03.02.01@12.07@14.10@32.10.03,2765
B,20.0,1.24,1.22,1.77,1.21,0.0,0.02,0.0,1.36,0.17,0.1,0.0,0.22,0.0,0.0,0.13,0.0,0.0,?,?,?,?,?,5.0,?,0.0,01.06@14.07.02.02@20.01.03.01@20.01.17@20.09.07,2766
B,20.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,4.0,0.0,01.03.01.03@16.19.03,2767
B,21.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,12.07,2768
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,-0.04,0.08,0.11,0.0,0.0,0.04,0.0,0.0,0.13,0.31,0.0,1.0,1.0,?,?,5.0,5.0,?,0.0,01.05.25@11.02.03.04@30.01,2769
B,21.0,1.57,2.17,0.79,2.01,0.0,-0.02,-0.18,1.64,0.2,0.1,0.0,0.14,0.0,0.0,0.15,1.2,0.0,?,?,?,?,?,5.0,?,0.0,01.04@01.05.25@02.01.03,2770
B,21.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.06,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,20.09.07.27@20.09.16@43.01.03.05,2771
B,20.0,0.12,0.1,0.1,0.07,0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.0,?,1.0,?,?,5.0,5.0,5.0,0.0,32.01.03@34.11.03.13@40.01@42.04@43.01.03.05,2772
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,10.03.01@34.11.03.07@42.01,2773
B,20.0,0.22,0.25,0.48,0.44,0.0,0.19,0.1,0.35,0.21,0.9,0.0,0.06,0.0,0.0,0.25,0.4,0.0,?,?,?,?,?,5.0,2.0,0.0,01.05.03@02.19@42.01@43.01.03.09,2774
B,20.0,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.03,0.0,0.0,0.18,0.0,0.0,1.0,1.0,?,?,5.0,5.0,5.0,0.0,20.01.01.01@20.01.25@20.03,2775
B,20.0,0.1,0.08,0.15,0.09,0.0,0.0,0.0,0.11,0.03,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,11.04.03.01@14.10@16.03.03,2776
B,20.0,0.1,0.08,0.1,0.07,0.0,0.0,0.0,0.07,0.12,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,1.0,?,1.0,?,5.0,5.0,4.0,0.0,12.01.01@42.16,2777
B,21.0,0.11,0.08,0.1,0.67,0.0,0.0,0.44,0.23,0.08,0.0,0.0,0.1,0.0,0.0,0.29,1.52,1.0,?,?,1.0,?,5.0,5.0,?,0.0,32.01.01@32.07.07.01,2778
B,20.0,0.1,0.1,0.09,0.19,0.0,0.0,-0.06,0.12,0.07,0.0,0.0,0.03,0.0,0.0,0.12,0.5,0.0,1.0,?,?,?,5.0,5.0,?,0.0,11.02.03.04@32.01.01,2779
B,20.0,0.09,0.1,0.17,0.11,0.0,0.1,-0.05,0.12,0.13,0.8,0.0,0.07,0.0,0.0,0.12,0.42,0.0,?,?,?,?,?,5.0,?,0.0,14.10,2780
B,20.0,0.11,0.12,0.07,0.08,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,10.03.01.01.09@10.03.05.01@18.02.01,2781
B,20.0,0.08,0.1,0.08,0.07,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.04,0.0,0.0,0.17,0.0,0.0,?,1.0,?,?,5.0,5.0,4.0,0.0,14.07.05@14.10@14.13.01.01@16.01@42.19,2782
B,20.0,0.12,0.1,0.1,0.46,0.0,0.0,0.31,0.18,0.19,0.0,0.0,0.12,0.0,0.0,0.4,0.78,0.0,?,1.0,1.0,?,5.0,5.0,?,0.0,30.01,2783
B,20.0,0.09,0.08,0.1,0.11,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.1,0.0,0.0,0.24,0.0,0.0,?,?,1.0,?,5.0,5.0,5.0,0.0,12.04.01,2784
B,20.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.08,0.0,0.0,0.03,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,02.13@14.10,2785
B,20.0,0.09,0.1,0.1,0.1,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,?,1.0,1.0,1.0,5.0,5.0,5.0,0.0,01.05@01.07.01@02.01@02.08@16.01,2786
B,21.0,0.13,0.16,0.16,0.2,0.0,0.0,0.02,0.16,0.06,0.0,0.0,0.11,0.0,0.0,0.2,0.1,0.0,?,?,?,?,5.0,5.0,?,0.0,01.03.16.01@11.04.01@42.01,2787
B,21.0,0.07,0.1,0.1,0.11,0.0,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.0,0.0,0.25,0.28,0.0,?,1.0,1.0,?,5.0,5.0,?,0.0,01.05@14.07.02.01,2788
B,21.0,0.1,0.1,0.1,0.05,0.0,0.0,-0.12,0.07,0.02,0.0,0.0,0.07,0.0,0.0,0.18,0.67,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,11.02.03.01.04@11.02.03.04,2789
B,20.0,0.1,0.07,0.12,0.3,0.0,0.0,0.21,0.14,0.02,0.0,0.0,0.03,0.0,0.0,0.37,0.57,0.0,1.0,?,?,?,5.0,5.0,?,0.0,12.04,2790
B,20.0,0.1,0.1,0.1,0.09,0.0,0.0,-0.1,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.07,1.43,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,01.06.02.01@14.07.01@30.01@42.01@43.01.03.09,2791
B,20.0,0.12,0.12,0.12,0.15,0.0,0.03,-0.08,0.13,0.13,0.2,0.0,0.14,0.0,0.0,0.11,0.73,0.0,?,?,?,?,?,5.0,?,0.0,12.01.01@12.04.02@42.16,2792
B,20.0,0.67,0.56,0.87,1.18,0.0,0.06,0.28,0.82,0.13,0.5,0.0,0.12,0.0,0.0,0.14,2.0,1.0,?,?,?,?,?,5.0,2.0,0.0,01.04@01.05.02.07@01.05.25@02.01,2793
B,20.0,0.1,0.1,0.08,0.1,0.0,0.0,0.0,0.07,0.08,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,10.01.05.01@10.03.02,2794
B,20.0,0.3,0.26,0.44,0.36,0.0,0.05,0.0,0.34,0.15,0.3,0.0,0.06,0.0,0.0,0.14,0.0,0.0,?,?,?,?,?,5.0,?,0.0,20.01.23@20.01.25,2795
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.15,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.04@14.13.01@16.19.03,2796
B,20.0,0.07,0.08,0.08,0.1,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,4.0,0.0,14.04@16.01@20.09.13,2797
B,20.0,0.1,0.12,0.15,0.14,0.0,0.1,0.05,0.12,0.12,0.8,0.0,0.09,0.0,0.0,0.19,0.26,0.0,1.0,?,?,?,?,5.0,2.0,0.0,12.01.01@16.03.03@42.16,2798
B,20.0,0.09,0.1,0.1,0.14,0.0,0.0,-0.14,0.09,0.02,0.0,0.0,0.08,0.0,0.0,0.13,1.08,0.0,?,1.0,1.0,?,5.0,5.0,?,0.0,10.03.02@11.02.03.04.03@32.01.04@34.11.03.11@43.01.03.09,2799
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.04,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,14.04@20.09.07.05@20.09.07.27,2800
B,20.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.03,0.0,0.0,0.16,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,20.01.01.01.01.01@20.01.27@32.07,2801
B,20.0,0.08,0.1,0.07,0.1,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.07,0.0,0.0,0.17,0.0,0.0,?,1.0,?,?,5.0,5.0,5.0,0.0,01.06.06.11@16.09,2802
B,20.0,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,10.03.02@42.10@43.01.03.09,2803
B,20.0,0.1,0.1,0.1,0.08,0.0,0.0,-0.0,0.08,0.02,0.0,0.0,0.05,0.0,0.0,0.15,0.13,0.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,16.01@16.19.05@30.01.05.05@30.05@34.11.03.07,2804
B,21.0,0.16,0.15,0.12,0.17,0.0,0.0,0.12,0.15,0.09,0.0,0.0,0.13,0.0,0.0,0.17,0.71,0.0,?,?,?,?,4.0,5.0,2.0,0.0,20.01.27@32.07,2805
B,21.0,0.07,0.1,0.1,0.11,0.0,0.0,0.13,0.08,0.04,0.0,0.0,0.05,0.0,0.0,0.12,1.08,0.0,?,1.0,1.0,?,5.0,5.0,?,0.0,01.04@01.05@30.01,2806
B,21.0,0.56,0.66,2.02,0.85,0.0,0.33,0.06,1.02,0.15,2.2,1.0,0.16,0.0,0.0,0.12,0.5,0.0,?,?,?,?,?,5.0,2.0,0.0,02.11@02.13.03@20.01.15,2807
B,20.0,0.08,0.1,0.1,0.08,0.0,0.0,-0.13,0.08,0.06,0.0,0.0,0.04,0.0,0.0,0.09,1.44,0.0,?,1.0,1.0,?,5.0,5.0,?,0.0,11.02.03.04@16.03.01,2808
B,21.0,0.18,0.17,0.26,0.1,0.0,0.1,-0.16,0.18,0.11,0.9,0.0,0.09,0.0,0.0,0.09,1.78,0.0,?,?,?,?,?,5.0,?,0.0,01.07.01,2809
B,20.0,0.1,0.07,0.08,0.13,0.0,0.0,0.0,0.09,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,?,?,?,5.0,5.0,4.0,0.0,01.03.16.01@11.04.01,2810
B,21.0,0.09,0.14,0.21,0.22,0.0,0.0,0.01,0.17,0.16,0.0,0.0,0.12,0.0,0.0,0.18,0.06,0.0,?,?,?,?,5.0,5.0,?,0.0,01.01@11.06.02@40.01@42.04@43.01.03.05,2811
B,20.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.04@14.07.03,2812
B,20.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.03,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,11.02.03.04@16.01@34.11.03.07@34.11.12@41.01.01@43.01.03.05,2813
B,20.0,0.08,0.1,0.09,0.07,0.0,0.0,-0.12,0.08,0.05,0.0,0.0,0.07,0.0,0.0,0.11,1.09,0.0,?,1.0,?,?,5.0,5.0,?,0.0,12.10,2814
B,20.0,0.1,0.1,0.1,0.16,0.0,0.0,0.16,0.09,0.02,0.0,0.0,0.02,0.0,0.0,0.31,0.52,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,20.01.03.01@20.09.18,2815
B,20.0,0.1,0.1,0.12,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.07,0.0,0.0,0.18,0.0,0.0,1.0,?,?,1.0,5.0,5.0,5.0,0.0,20.09.07,2816
B,20.0,0.11,0.09,0.07,0.11,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.12,0.0,0.0,0.2,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,01.04@10.03.03@14.07.03@20.09.07@20.09.18.09.01@32.01@34.11.12@40.01@43.01.03.05,2817
B,20.0,0.13,0.1,0.1,0.09,0.0,0.0,-0.0,0.09,0.05,0.0,0.0,0.04,0.0,0.0,0.17,0.0,0.0,?,1.0,1.0,?,5.0,5.0,2.0,0.0,01.04@10.03.01@14.07.03@32.01.01@34.11.12@40.01.05@40.20,2818
B,20.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.04,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.04@01.05@01.07,2819
B,20.0,0.1,0.1,0.1,0.07,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.02,0.0,0.0,0.14,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,4.0,0.0,01.06.10@14.07.01,2820
B,20.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,01.03.16.03@10.01.03@11.02.03.01.01@11.02.03.04,2821
B,20.0,0.09,0.1,0.1,0.1,0.0,-0.1,0.0,0.07,0.08,1.0,0.0,0.08,0.0,0.0,0.18,0.0,0.0,?,1.0,1.0,1.0,1.0,5.0,5.0,0.0,01.04.04@01.05@02.19@18.02.01,2822
B,21.0,0.17,0.15,0.19,0.16,0.0,-0.03,-0.09,0.17,0.18,0.2,0.0,0.11,0.0,0.0,0.13,0.69,0.0,?,?,?,?,?,5.0,?,0.0,20.01.01.01@20.01.10@20.01.13@20.01.27@20.03.22,2823
B,20.0,0.12,0.13,0.16,0.09,0.0,0.06,0.0,0.13,0.1,0.6,0.0,0.11,0.0,0.0,0.18,0.0,0.0,?,?,?,?,2.0,5.0,5.0,0.0,43.01.03.05,2824
B,20.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,?,5.0,5.0,5.0,0.0,20.03,2825
B,20.0,0.27,0.23,0.31,0.29,0.0,0.0,-0.02,0.28,0.09,0.0,0.0,0.09,0.0,0.0,0.16,0.13,0.0,?,?,?,?,5.0,5.0,?,0.0,02.13.03,2826
B,21.0,0.26,0.16,0.26,0.1,0.0,0.03,-0.14,0.2,0.11,0.3,0.0,0.08,0.0,0.0,0.09,1.56,0.0,?,?,?,?,?,5.0,?,0.0,01.01.03.02.01@20.03,2827
B,20.0,0.1,0.1,0.07,0.1,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.11,0.0,0.0,0.18,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.05.03@43.01.03.09,2828
B,20.0,0.12,0.1,0.22,0.06,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.0,?,1.0,?,?,5.0,5.0,5.0,0.0,11.02.03.04@32.01,2829
B,21.0,0.16,0.15,0.22,0.11,0.0,0.0,0.0,0.16,0.08,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,20.01.01@20.03.01.01@20.09.04,2830
B,20.0,0.69,0.69,0.65,1.08,0.0,0.2,0.19,0.78,0.21,1.0,0.0,0.09,0.0,0.0,0.19,1.0,0.0,?,?,?,?,?,5.0,?,0.0,01.05@01.06.02.01@43.01.03.09,2831
B,20.0,0.12,0.13,0.15,0.15,0.0,0.0,-0.04,0.14,0.2,0.0,0.0,0.12,0.0,0.0,0.14,0.29,0.0,?,?,?,?,5.0,5.0,?,0.0,11.02.03.04@40.01@43.01.03.05,2832
B,21.0,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,?,1.0,?,5.0,5.0,5.0,0.0,10.01.09.05@10.03.01@11.02.03.04@43.01.03.05,2833
B,21.0,0.1,0.1,0.1,0.06,0.0,0.0,-0.14,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.03,4.67,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,20.01.25@20.09.04,2834
B,21.0,0.1,0.1,0.1,0.06,0.0,0.0,-0.12,0.07,0.04,0.0,0.0,0.02,0.0,0.0,0.06,2.0,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,14.13,2835
B,20.0,0.21,0.23,0.31,0.22,0.0,0.08,0.0,0.24,0.16,0.5,0.0,0.13,0.0,0.0,0.19,0.0,0.0,?,?,?,?,?,5.0,?,0.0,01.07.01,2836
B,20.0,0.09,0.12,0.19,0.1,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,?,?,?,?,?,5.0,4.0,0.0,14.01@16.01@32.01.07@42.04,2837
B,20.0,0.39,0.88,0.72,0.25,0.0,0.02,0.0,0.56,0.14,0.1,0.0,0.08,0.0,0.0,0.18,0.0,0.0,?,?,?,?,2.0,5.0,5.0,0.0,01.03.07@10.01.03,2838
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.14,0.0,0.0,0.19,0.0,0.0,1.0,1.0,?,?,5.0,5.0,5.0,0.0,11.02.02@12.01@14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,2839
B,20.0,0.09,0.1,0.09,0.06,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.04,0.0,0.0,0.18,0.0,0.0,?,1.0,?,?,5.0,5.0,5.0,0.0,18.02.01.01.01@20.01.10@20.09.16,2840
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.11,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.06,1.83,0.0,1.0,1.0,1.0,?,5.0,5.0,?,0.0,01.05@02.10@02.11@02.13.03@16.21.08@20.01.15,2841
B,21.0,0.25,0.2,0.11,0.17,0.0,-0.06,-0.16,0.18,0.21,0.3,0.0,0.09,0.0,0.0,0.04,4.0,0.0,?,?,?,?,?,5.0,?,0.0,12.01.01@42.16,2842
